Country,Time,Value
Mexico,2010,2060.31371075127
Mexico,2011,2074.23618652006
Mexico,2012,2077.47979350026
Mexico,2013,2086.53338796167
Mexico,2014,2084.1006286163
Mexico,2015,2126.43293936307
Mexico,2016,2197.6852942147
Mexico,2017,2271.09936626388
Mexico,2018,2390.0773828899
Mexico,2019,2680.37201200915
Mexico,2020,3110.42503016662
Mexico,2021,3384.36923472641
Mexico,2022,3826.67046159167
Poland,2001,7847.61628593974
Poland,2002,7700.89204040743
Poland,2003,8051.23637579804
Poland,2004,8021.43653988673
Poland,2005,8088.1760472881
Poland,2006,8455.87937379219
Poland,2007,8592.6260538813
Poland,2008,9923.54292381186
Poland,2009,10834.3026010261
Poland,2010,10901.1026739522
Poland,2011,11005.6570695782
Poland,2012,11501.3919899629
Poland,2013,12147.6488918747
Poland,2014,12748.1701039044
Poland,2015,13396.4456559254
Poland,2016,14256.7309259905
Poland,2017,15099.2317641846
Poland,2018,15571.8826619084
Poland,2019,16320.6216070452
Poland,2020,18243.7549794405
Poland,2021,18701.7426003458
Poland,2022,17569.2299161376
Israel,2001,12980.3007024939
Israel,2002,12561.907360009
Israel,2003,12736.2099186604
Israel,2004,12785.0023165537
Israel,2005,12619.250341836
Israel,2006,12979.7526738189
Israel,2007,13576.6598151136
Israel,2008,13342.8670344469
Israel,2009,13148.6028914152
Israel,2010,12803.999871946
Israel,2011,12806.4879268335
Israel,2012,13116.161816124
Israel,2013,13380.1376215812
Israel,2014,13316.24802643
Israel,2015,14214.6298071473
Israel,2016,14841.7082759019
Israel,2017,15623.5422508524
Israel,2018,16430.4843091446
Israel,2019,16292.0373247089
Israel,2020,16392.7564462075
Israel,2021,16148.8760431884
Israel,2022,15688.1249407135
Belgium,2001,26261.3397469025
Belgium,2002,26613.3842056624
Belgium,2003,26459.4259630073
Belgium,2004,26172.8125699398
Belgium,2005,25973.0473477938
Belgium,2006,26022.1052754923
Belgium,2007,26322.4731760237
Belgium,2008,26216.2201686578
Belgium,2009,27515.1943035744
Belgium,2010,26925.7099499093
Belgium,2011,26792.2978576866
Belgium,2012,26573.584683858
Belgium,2013,27071.2962904279
Belgium,2014,26979.5650049836
Belgium,2015,26828.9395171499
Belgium,2016,26573.3672061148
Belgium,2017,26541.4041604597
Belgium,2018,26265.1061033758
Belgium,2019,26410.4038576586
Belgium,2020,26478.6363693319
Belgium,2021,26278.075684122
Belgium,2022,26391.6749179249
Hungary,2001,6166.3783830327
Hungary,2002,7322.41500837595
Hungary,2003,6996.31555456164
Hungary,2004,6947.52903592123
Hungary,2005,7214.91057507746
Hungary,2006,7611.91315223955
Hungary,2007,7389.1975785025
Hungary,2008,7340.49015893717
Hungary,2009,7299.03560968917
Hungary,2010,7155.75271748108
Hungary,2011,7306.71201750719
Hungary,2012,8245.78519429014
Hungary,2013,8541.07311256838
Hungary,2014,8866.28811926534
Hungary,2015,9177.67974365877
Hungary,2016,9663.96820586889
Hungary,2017,10858.5776672468
Hungary,2018,11413.6845756193
Hungary,2019,11925.3334713762
Hungary,2020,12470.8884956689
Hungary,2021,12257.5249615691
Hungary,2022,12859.9124459653
Japan,2001,13046.8069202578
Japan,2002,13259.7270212011
Japan,2003,13360.3425924514
Japan,2004,13382.7034907576
Japan,2005,13488.7662430705
Japan,2006,13528.2448461652
Japan,2007,13664.6143447759
Japan,2008,13767.2840094625
Japan,2009,14250.3849523125
Japan,2010,14579.3346007322
Japan,2011,14916.0261246352
Japan,2012,15088.1843333433
Japan,2013,15296.8992596108
Japan,2014,15187.7358442471
Japan,2015,15391.6283712746
Japan,2016,15799.2226929379
Japan,2017,16210.4712398913
Japan,2018,16543.2494137151
Japan,2019,16969.0586299098
Japan,2020,17362.1002556781
Japan,2021,17558.688710401
Japan,2022,17668.3444884769
Australia,2001,23678.0656538485
Australia,2002,23911.319412424
Australia,2003,24223.3147449868
Australia,2004,24648.4669051616
Australia,2005,24848.3281090585
Australia,2006,24467.9791625835
Australia,2007,25279.4545269074
Australia,2008,24836.7094136798
Australia,2009,25156.2194122323
Australia,2010,25029.8263876734
Australia,2011,25219.2170670592
Australia,2012,25562.6916341623
Australia,2013,25638.4404636204
Australia,2014,25718.5209657809
Australia,2015,26032.2357410726
Australia,2016,26333.9718265079
Australia,2017,26568.8553550792
Australia,2018,26956.9617374408
Australia,2019,27390.4531627144
Australia,2020,27804.3811621581
Australia,2021,27604.8082686573
Australia,2022,26894.8766940216
New Zealand,2001,16481.452959918
New Zealand,2002,16602.8141807566
New Zealand,2003,17238.7643284224
New Zealand,2004,17835.3818039435
New Zealand,2005,18315.8202046399
New Zealand,2006,19010.3714605342
New Zealand,2007,20274.0012233089
New Zealand,2008,20942.4141752295
New Zealand,2009,21485.1207695862
New Zealand,2010,21532.0020880074
New Zealand,2011,21106.1430693898
New Zealand,2012,21591.0302008115
New Zealand,2013,21847.6498939785
New Zealand,2014,22272.5777575239
New Zealand,2015,22993.684314792
New Zealand,2016,23627.1060258259
New Zealand,2017,23964.6330519801
New Zealand,2018,24436.7871734324
New Zealand,2019,25291.4557841169
New Zealand,2020,27165.4259946441
New Zealand,2021,27716.168487344
New Zealand,2022,27041.3202719764
United Kingdom,2001,16112.9607140678
United Kingdom,2002,17236.8797738181
United Kingdom,2003,17630.7722024529
United Kingdom,2004,18652.0709740686
United Kingdom,2005,19521.1840760319
United Kingdom,2006,19915.9049043255
United Kingdom,2007,20476.7130015866
United Kingdom,2008,20449.4147896895
United Kingdom,2009,20683.6866374255
United Kingdom,2010,20477.4019336043
United Kingdom,2011,20166.6221979087
United Kingdom,2012,20125.0281334335
United Kingdom,2013,20036.5480916211
United Kingdom,2014,20191.600561176
United Kingdom,2015,20719.1473518814
United Kingdom,2016,22549.7484594583
United Kingdom,2017,22670.8227604291
United Kingdom,2018,23120.2054348852
United Kingdom,2019,23811.9628566912
United Kingdom,2020,24958.1574481284
United Kingdom,2021,25120.1733845042
United Kingdom,2022,24550.8641959728
Greece,2001,15259.2226059113
Greece,2002,15509.287520261
Greece,2003,15747.8480339786
Greece,2004,16088.2423410613
Greece,2005,16400.6149996195
Greece,2006,16874.5532346853
Greece,2007,17280.2127402049
Greece,2008,17620.4435371204
Greece,2009,18407.535047823
Greece,2010,17889.4173729679
Greece,2011,17451.8414028503
Greece,2012,14400.2807052091
Greece,2013,14055.677288491
Greece,2014,14242.5743899437
Greece,2015,14494.1791903098
Greece,2016,14614.8477903353
Greece,2017,14452.7945269873
Greece,2018,14362.7269891015
Greece,2019,15758.2571975241
Greece,2020,16090.0110288668
Greece,2021,15895.4082210641
Greece,2022,15530.5333052948
Slovenia,2001,11604.4694071487
Slovenia,2002,12038.3903645016
Slovenia,2003,12433.9669268186
Slovenia,2004,12841.8474732135
Slovenia,2005,13154.1211557534
Slovenia,2006,13267.4948410442
Slovenia,2007,13120.068836753
Slovenia,2008,13417.2046947931
Slovenia,2009,13802.0344726392
Slovenia,2010,16274.3280703561
Slovenia,2011,16759.4386331808
Slovenia,2012,16713.0936400865
Slovenia,2013,16866.5612833944
Slovenia,2014,16941.1037545369
Slovenia,2015,17074.6052036868
Slovenia,2016,17084.0013261151
Slovenia,2017,17146.4049613465
Slovenia,2018,17645.4344905279
Slovenia,2019,18265.4865750342
Slovenia,2020,19387.6159592036
Slovenia,2021,20714.8576498103
Slovenia,2022,19966.1788617886
Korea,2001,8922.55761489524
Korea,2002,9643.32765393517
Korea,2003,10157.5528689684
Korea,2004,10916.5730143292
Korea,2005,11867.5327081652
Korea,2006,12294.7043076201
Korea,2007,13460.6275515992
Korea,2008,13931.2158944267
Korea,2009,14384.6193860885
Korea,2010,14358.1687011138
Korea,2011,14507.7219501903
Korea,2012,13919.4748396955
Korea,2013,14580.7014995602
Korea,2014,15434.0032864057
Korea,2015,16414.1458069888
Korea,2016,17567.169561501
Korea,2017,18489.5216700185
Korea,2018,21205.7540118936
Korea,2019,23425.2938025279
Korea,2020,23969.8087486837
Korea,2021,23739.4736920229
Korea,2022,23729.9822187821
Chile,2001,5098.32982669228
Chile,2002,5245.21017794623
Chile,2003,5317.44578291067
Chile,2004,5466.0699840143
Chile,2005,5570.93112662882
Chile,2006,5714.71896358656
Chile,2007,5817.50596389815
Chile,2008,5811.39940585097
Chile,2009,6192.30792096216
Chile,2010,6351.16811581668
Chile,2011,6455.84951330893
Chile,2012,6639.15449131575
Chile,2013,6960.15960428567
Chile,2014,7183.56889180983
Chile,2015,7377.62435947442
Chile,2016,7783.29090553485
Chile,2017,8014.76920370926
Chile,2018,8205.21350433404
Chile,2019,8538.72995337393
Chile,2020,8852.50443874349
Chile,2021,8847.33969976534
Chile,2022,8688.95139138616
Türkiye,2001,6276.07250269593
Türkiye,2002,6725.77441603555
Türkiye,2003,7158.20937482742
Türkiye,2004,9339.51512704659
Türkiye,2005,9731.03041049052
Türkiye,2006,9647.42444482814
Türkiye,2007,9584.85649576429
Türkiye,2008,9431.73451977354
Türkiye,2009,9673.34806508094
Türkiye,2010,9765.67465623928
Türkiye,2011,10058.7951027539
Türkiye,2012,10331.6839111181
Türkiye,2013,10522.1314931116
Türkiye,2014,10656.4838559173
Türkiye,2015,11109.1897433679
Türkiye,2016,13718.6761475555
Türkiye,2017,13321.1272199797
Türkiye,2018,13074.3316026489
Türkiye,2019,14309.900899148
Türkiye,2020,14660.7855526027
Türkiye,2021,14901.4379231771
Türkiye,2022,18380.2129571602
Slovak Republic,2001,5368.83992833961
Slovak Republic,2002,5840.99313821548
Slovak Republic,2003,6031.80425487067
Slovak Republic,2004,6088.33090022097
Slovak Republic,2005,6325.48193574946
Slovak Republic,2006,6489.76719605285
Slovak Republic,2007,6895.89933231379
Slovak Republic,2008,6912.78925068517
Slovak Republic,2009,7476.68331969198
Slovak Republic,2010,7711.56426990629
Slovak Republic,2011,7645.01064192433
Slovak Republic,2012,7616.34818791101
Slovak Republic,2013,7752.19291724255
Slovak Republic,2014,8086.62087413341
Slovak Republic,2015,8758.3587220453
Slovak Republic,2016,9383.36096648549
Slovak Republic,2017,9947.91350024618
Slovak Republic,2018,10707.8096890048
Slovak Republic,2019,11299.0568627872
Slovak Republic,2020,12363.3238710841
Slovak Republic,2021,12874.4215320354
Slovak Republic,2022,11837.572381441
Netherlands,2001,28228.7687050441
Netherlands,2002,28538.7344270762
Netherlands,2003,28824.4579937803
Netherlands,2004,28641.2379457874
Netherlands,2005,28165.7631971954
Netherlands,2006,28161.4156752269
Netherlands,2007,28373.1330879528
Netherlands,2008,28464.8332019158
Netherlands,2009,29051.0458557352
Netherlands,2010,29137.4840087999
Netherlands,2011,28673.2447561628
Netherlands,2012,28567.7161806004
Netherlands,2013,28215.7634784874
Netherlands,2014,28342.1319998644
Netherlands,2015,28388.8868335644
Netherlands,2016,28847.4036730353
Netherlands,2017,28966.2988375241
Netherlands,2018,28985.9379308997
Netherlands,2019,28946.9419424347
Netherlands,2020,29306.3254068041
Netherlands,2021,28989.2027490447
Netherlands,2022,27095.8504599256
Spain,2001,13846.4614685103
Spain,2002,13705.850475863
Spain,2003,13572.3539670197
Spain,2004,13443.5212251785
Spain,2005,14174.6082357888
Spain,2006,14757.2402661368
Spain,2007,15145.4645631221
Spain,2008,15302.2125424184
Spain,2009,15960.2366934822
Spain,2010,15911.7162611184
Spain,2011,15616.1222699752
Spain,2012,15243.252821477
Spain,2013,15122.9200507555
Spain,2014,15145.8076133226
Spain,2015,15299.8168035848
Spain,2016,15484.0438008258
Spain,2017,16406.8849477521
Spain,2018,16779.6013433333
Spain,2019,20378.7691137335
Spain,2020,21580.5749100581
Spain,2021,20933.0862670806
Spain,2022,20329.0990724122
Czech Republic,2001,6904.50358483831
Czech Republic,2002,7724.14507581305
Czech Republic,2003,8391.73737911683
Czech Republic,2004,8824.9132725092
Czech Republic,2005,9291.18521662468
Czech Republic,2006,9789.89625721923
Czech Republic,2007,9809.54750377261
Czech Republic,2008,9223.08268377482
Czech Republic,2009,9130.01339487491
Czech Republic,2010,8997.50468944849
Czech Republic,2011,8828.24783259705
Czech Republic,2012,8547.24658243609
Czech Republic,2013,8645.48332612056
Czech Republic,2014,8921.99260473249
Czech Republic,2015,9626.96252772924
Czech Republic,2016,10289.1222235065
Czech Republic,2017,11158.9052604027
Czech Republic,2018,12115.811620839
Czech Republic,2019,13035.6029261107
Czech Republic,2020,13665.7485014997
Czech Republic,2021,13701.2479322816
Czech Republic,2022,12686.9025808384
Germany,2015,25842.1204989434
Germany,2016,25715.6640745063
Germany,2017,26494.3671182037
Germany,2018,26043.254289591
Germany,2019,26609.6817621334
Germany,2020,26281.8156179615
Germany,2021,26340.7867068361
Germany,2022,26197.0
Brazil,2001,2731.72632975578
Brazil,2002,2843.30552757052
Brazil,2003,2923.4579296554
Brazil,2004,3020.75576869563
Brazil,2005,3198.5013898892
Brazil,2006,3614.46394673639
Brazil,2007,3849.1395655299
Brazil,2008,4000.83463509414
Brazil,2009,4296.03975824106
Brazil,2010,4526.3187405406
Brazil,2011,4528.98847391099
Brazil,2012,4911.39242704489
Brazil,2013,5040.82709493888
Brazil,2014,5062.42707102842
Brazil,2015,5053.59941141484
Brazil,2016,5190.04782733623
Brazil,2017,5342.11224696478
Brazil,2018,5246.74875416741
Brazil,2019,5291.21728377193
Brazil,2020,5367.99530963813
Brazil,2021,5217.39130434783
Brazil,2022,5748.61660079051
Russian Federation,2001,559.251279421116
Russian Federation,2002,772.788550027762
Russian Federation,2003,828.619362776224
Russian Federation,2004,919.696958845322
Russian Federation,2005,1006.60232581119
Russian Federation,2006,1364.38324015099
Russian Federation,2007,2617.07374520113
Russian Federation,2008,2293.45028293204
Russian Federation,2009,3867.23934538416
Russian Federation,2010,3619.33677700853
Russian Federation,2011,3463.97733808116
Russian Federation,2012,3382.56798201707
Russian Federation,2013,3576.75456019111
Russian Federation,2014,3539.65712469306
Russian Federation,2015,3289.89202113652
Russian Federation,2016,3197.12647048325
Russian Federation,2017,3802.24858422676
Russian Federation,2018,5123.49058718101
Russian Federation,2019,5216.40434802696
Russian Federation,2020,5425.99571878366
Russian Federation,2021,5363.09195331821
Lithuania,2001,5323.90199074434
Lithuania,2002,5308.9569260571
Lithuania,2003,5453.1215598534
Lithuania,2004,5966.44240332746
Lithuania,2005,6312.96175511694
Lithuania,2006,6664.98443911883
Lithuania,2007,7125.52639980868
Lithuania,2008,7906.07043303861
Lithuania,2009,7569.01865900589
Lithuania,2010,7470.46723768725
Lithuania,2011,7174.15486777951
Lithuania,2012,7140.34634562361
Lithuania,2013,8608.72448817728
Lithuania,2014,8676.85586933609
Lithuania,2015,9361.95522132419
Lithuania,2016,10836.6352489908
Lithuania,2017,10877.0364703294
Lithuania,2018,11148.7274574916
Lithuania,2019,15115.9754817869
Lithuania,2020,16336.2295468142
Lithuania,2021,16505.1602904714
Lithuania,2022,15678.1610018273
Latvia,2001,3683.82967148568
Latvia,2002,3942.28709081398
Latvia,2003,4467.861702162
Latvia,2004,4808.37462679729
Latvia,2005,4504.39754179024
Latvia,2006,4756.54967786535
Latvia,2007,5760.64557093303
Latvia,2008,6655.72479020614
Latvia,2009,7232.10024751612
Latvia,2010,7311.4023458191
Latvia,2011,7783.58065370458
Latvia,2012,7611.72396867617
Latvia,2013,7613.96664566829
Latvia,2014,8526.21285158548
Latvia,2015,9575.30531143685
Latvia,2016,9827.4655678088
Latvia,2017,9805.72871117047
Latvia,2018,10821.684919342
Latvia,2019,10525.7633325165
Latvia,2020,10502.7558837818
Latvia,2021,11825.1373263896
Latvia,2022,10080.2217648788
Colombia,2001,6522.75510353566
Colombia,2002,6626.43387114844
Colombia,2003,6645.8299895394
Colombia,2004,6766.77469069109
Colombia,2005,6864.24813590636
Colombia,2006,7038.84920838758
Colombia,2007,7089.17647021032
Colombia,2008,7050.28943037661
Colombia,2009,7284.94073109181
Colombia,2010,7382.56866488805
Colombia,2011,7424.32823422017
Colombia,2012,7614.11292494946
Colombia,2013,7763.85456774969
Colombia,2014,7884.3123891804
Colombia,2015,7855.20847313746
Colombia,2016,7817.6880588917
Colombia,2017,8018.97630529984
Colombia,2018,8225.53832310114
Colombia,2019,8422.34427872587
Colombia,2020,8707.67547789186
Colombia,2021,8708.08905250115
Colombia,2022,8699.48646987294
Costa Rica,2001,8406.70245260235
Costa Rica,2002,8301.75184160712
Costa Rica,2003,8363.12291000659
Costa Rica,2004,8267.1860559568
Costa Rica,2005,8329.1516890068
Costa Rica,2006,8419.43908686008
Costa Rica,2007,8493.57277317826
Costa Rica,2008,8664.88022793372
Costa Rica,2009,8769.65762611674
Costa Rica,2010,9081.00196957249
Costa Rica,2011,9197.35452868935
Costa Rica,2012,9353.09912982814
Costa Rica,2013,9433.66973408216
Costa Rica,2014,9393.3934293033
Costa Rica,2015,9953.69765576422
Costa Rica,2016,10234.7268790397
Costa Rica,2017,10071.0002805432
Costa Rica,2018,10091.5743771213
Costa Rica,2019,10149.0769155877
Costa Rica,2020,10330.3607232005
Costa Rica,2021,11692.1670565587
Costa Rica,2022,11024.3123747103
Romania,2001,2697.50003540913
Romania,2002,2793.44573860832
Romania,2003,3581.74541651612
Romania,2004,3584.85108049683
Romania,2005,3639.31824885063
Romania,2006,3633.90565183454
Romania,2007,4094.0268000897
Romania,2008,4960.72426082813
Romania,2009,5527.75490932026
Romania,2010,5210.82105324046
Romania,2011,5498.48075130199
Romania,2012,5556.74327465009
Romania,2013,5962.02934042825
Romania,2014,6671.09744776733
Romania,2015,7761.94676595083
Romania,2016,8985.07731899518
Romania,2017,10920.6940183521
Romania,2018,13908.7901758502
Romania,2019,14653.44873604
Romania,2020,15352.4605905206
Romania,2021,15210.4021829964
Romania,2022,15053.9877324759
Malta,2001,14828.0866540144
Malta,2002,14884.114713711
Malta,2003,15101.7955020044
Malta,2004,14907.8525614752
Malta,2005,15012.5741100051
Malta,2006,15228.1875577147
Malta,2007,15579.3311789874
Malta,2008,15256.5853994641
Malta,2009,15411.0985853998
Malta,2010,15702.257736873
Malta,2011,15433.4618986197
Malta,2012,15406.0759557133
Malta,2013,15650.5534971501
Malta,2014,15864.3920523289
Malta,2015,15735.2577394846
Malta,2016,15759.0506135911
Malta,2017,15723.7291042693
Malta,2018,15706.3715271235
Malta,2019,15768.3652085561
Malta,2020,15955.8473964719
Malta,2021,15998.7483245482
Malta,2022,15219.8817265238
Bulgaria,2001,2569.69026527473
Bulgaria,2002,2943.42283778903
Bulgaria,2003,3139.65102697497
Bulgaria,2004,3251.1262769215
Bulgaria,2005,3832.52117449332
Bulgaria,2006,3806.23834051583
Bulgaria,2007,3980.42331226174
Bulgaria,2008,4345.78457824433
Bulgaria,2009,4626.64276696535
Bulgaria,2010,4490.22716707035
Bulgaria,2011,4342.85929526736
Bulgaria,2012,4977.78738020541
Bulgaria,2013,5457.71113100321
Bulgaria,2014,6082.99621213671
Bulgaria,2015,6721.36491854802
Bulgaria,2016,7697.04475522684
Bulgaria,2017,8331.31633557625
Bulgaria,2018,8999.84275648094
Bulgaria,2019,9645.92661454469
Bulgaria,2020,10380.6133888955
Bulgaria,2021,10754.669208595
Bulgaria,2022,10395.01
Croatia,2001,8516.78924055351
Croatia,2002,8795.10066398099
Croatia,2003,8869.11662874775
Croatia,2004,9116.14932329986
Croatia,2005,9438.63805837431
Croatia,2006,9527.99413639945
Croatia,2007,9830.33197911096
Croatia,2008,11106.8190681626
Croatia,2009,10996.6964760953
Croatia,2010,11010.1387677788
Croatia,2011,10772.6857274335
Croatia,2012,10423.366846951
Croatia,2013,10494.9306758186
Croatia,2014,10898.846416493
Croatia,2015,10970.4198095529
Croatia,2016,11369.5801317624
Croatia,2017,11783.8972541759
Croatia,2018,12184.2823379319
Croatia,2019,13178.6383566178
Croatia,2020,14274.0876281266
Croatia,2021,14543.4116024194
Croatia,2022,14494.1390174398
