"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","GDPHRWKD","TOT","IDX2015","A","1994",79.241655,
"DNK","GDPHRWKD","TOT","IDX2015","A","1995",80.420834,
"DNK","GDPHRWKD","TOT","IDX2015","A","1996",82.33821,
"DNK","GDPHRWKD","TOT","IDX2015","A","1997",82.935028,
"DNK","GDPHRWKD","TOT","IDX2015","A","1998",82.839508,
"DNK","GDPHRWKD","TOT","IDX2015","A","1999",83.683262,
"DNK","GDPHRWKD","TOT","IDX2015","A","2000",85.621617,
"DNK","GDPHRWKD","TOT","IDX2015","A","2001",85.319344,
"DNK","GDPHRWKD","TOT","IDX2015","A","2002",86.020806,
"DNK","GDPHRWKD","TOT","IDX2015","A","2003",87.440463,
"DNK","GDPHRWKD","TOT","IDX2015","A","2004",90.232667,
"DNK","GDPHRWKD","TOT","IDX2015","A","2005",91.467821,
"DNK","GDPHRWKD","TOT","IDX2015","A","2006",92.67329,
"DNK","GDPHRWKD","TOT","IDX2015","A","2007",92.844194,
"DNK","GDPHRWKD","TOT","IDX2015","A","2008",91.462002,
"DNK","GDPHRWKD","TOT","IDX2015","A","2009",90.618973,
"DNK","GDPHRWKD","TOT","IDX2015","A","2010",94.165396,
"DNK","GDPHRWKD","TOT","IDX2015","A","2011",94.491438,
"DNK","GDPHRWKD","TOT","IDX2015","A","2012",96.297436,
"DNK","GDPHRWKD","TOT","IDX2015","A","2013",97.054659,
"DNK","GDPHRWKD","TOT","IDX2015","A","2014",98.592133,
"DNK","GDPHRWKD","TOT","IDX2015","A","2015",100,
"DNK","GDPHRWKD","TOT","IDX2015","A","2016",101.19061,
"DNK","GDPHRWKD","TOT","IDX2015","A","2017",103.081941,
"DNK","GDPHRWKD","TOT","IDX2015","A","2018",105.350786,
"DNK","GDPHRWKD","TOT","IDX2015","A","2019",106.133113,
"DNK","GDPHRWKD","TOT","IDX2015","A","2020",107.227289,
"DNK","GDPHRWKD","TOT","IDX2015","A","2021",108.295185,
"DNK","GDPHRWKD","TOT","IDX2015","A","2022",107.558775,
"FIN","GDPHRWKD","TOT","IDX2015","A","1970",30.157391,
"FIN","GDPHRWKD","TOT","IDX2015","A","1971",31.635383,
"FIN","GDPHRWKD","TOT","IDX2015","A","1972",34.052159,
"FIN","GDPHRWKD","TOT","IDX2015","A","1973",36.057799,
"FIN","GDPHRWKD","TOT","IDX2015","A","1974",37.217134,
"FIN","GDPHRWKD","TOT","IDX2015","A","1975",39.524011,
"FIN","GDPHRWKD","TOT","IDX2015","A","1976",40.089011,
"FIN","GDPHRWKD","TOT","IDX2015","A","1977",41.10802,
"FIN","GDPHRWKD","TOT","IDX2015","A","1978",42.584721,
"FIN","GDPHRWKD","TOT","IDX2015","A","1979",45.216502,
"FIN","GDPHRWKD","TOT","IDX2015","A","1980",46.805046,
"FIN","GDPHRWKD","TOT","IDX2015","A","1981",46.819163,
"FIN","GDPHRWKD","TOT","IDX2015","A","1982",48.175267,
"FIN","GDPHRWKD","TOT","IDX2015","A","1983",50.119708,
"FIN","GDPHRWKD","TOT","IDX2015","A","1984",51.697421,
"FIN","GDPHRWKD","TOT","IDX2015","A","1985",53.457958,
"FIN","GDPHRWKD","TOT","IDX2015","A","1986",55.668182,
"FIN","GDPHRWKD","TOT","IDX2015","A","1987",56.858711,
"FIN","GDPHRWKD","TOT","IDX2015","A","1988",59.505397,
"FIN","GDPHRWKD","TOT","IDX2015","A","1989",61.821253,
"FIN","GDPHRWKD","TOT","IDX2015","A","1990",63.298808,
"FIN","GDPHRWKD","TOT","IDX2015","A","1991",63.770316,
"FIN","GDPHRWKD","TOT","IDX2015","A","1992",66.113396,
"FIN","GDPHRWKD","TOT","IDX2015","A","1993",69.701976,
"FIN","GDPHRWKD","TOT","IDX2015","A","1994",72.776298,
"FIN","GDPHRWKD","TOT","IDX2015","A","1995",74.08653,
"FIN","GDPHRWKD","TOT","IDX2015","A","1996",75.59111,
"FIN","GDPHRWKD","TOT","IDX2015","A","1997",77.927402,
"FIN","GDPHRWKD","TOT","IDX2015","A","1998",81.054584,
"FIN","GDPHRWKD","TOT","IDX2015","A","1999",82.913218,
"FIN","GDPHRWKD","TOT","IDX2015","A","2000",86.503324,
"FIN","GDPHRWKD","TOT","IDX2015","A","2001",88.169606,
"FIN","GDPHRWKD","TOT","IDX2015","A","2002",88.969225,
"FIN","GDPHRWKD","TOT","IDX2015","A","2003",90.866184,
"FIN","GDPHRWKD","TOT","IDX2015","A","2004",93.926272,
"FIN","GDPHRWKD","TOT","IDX2015","A","2005",95.692185,
"FIN","GDPHRWKD","TOT","IDX2015","A","2006",98.01956,
"FIN","GDPHRWKD","TOT","IDX2015","A","2007",101.2072,
"FIN","GDPHRWKD","TOT","IDX2015","A","2008",100.029482,
"FIN","GDPHRWKD","TOT","IDX2015","A","2009",95.574834,
"FIN","GDPHRWKD","TOT","IDX2015","A","2010",98.890126,
"FIN","GDPHRWKD","TOT","IDX2015","A","2011",100.283015,
"FIN","GDPHRWKD","TOT","IDX2015","A","2012",98.685671,
"FIN","GDPHRWKD","TOT","IDX2015","A","2013",99.005839,
"FIN","GDPHRWKD","TOT","IDX2015","A","2014",99.23664,
"FIN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"FIN","GDPHRWKD","TOT","IDX2015","A","2016",102.402464,
"FIN","GDPHRWKD","TOT","IDX2015","A","2017",104.965323,
"FIN","GDPHRWKD","TOT","IDX2015","A","2018",103.730121,
"FIN","GDPHRWKD","TOT","IDX2015","A","2019",103.644418,
"FIN","GDPHRWKD","TOT","IDX2015","A","2020",103.719322,
"FIN","GDPHRWKD","TOT","IDX2015","A","2021",104.382549,
"FIN","GDPHRWKD","TOT","IDX2015","A","2022",105.879507,
"FRA","GDPHRWKD","TOT","IDX2015","A","1970",36.584559,
"FRA","GDPHRWKD","TOT","IDX2015","A","1971",38.403255,
"FRA","GDPHRWKD","TOT","IDX2015","A","1972",40.985621,
"FRA","GDPHRWKD","TOT","IDX2015","A","1973",43.352097,
"FRA","GDPHRWKD","TOT","IDX2015","A","1974",45.56264,
"FRA","GDPHRWKD","TOT","IDX2015","A","1975",46.109511,
"FRA","GDPHRWKD","TOT","IDX2015","A","1976",47.057382,
"FRA","GDPHRWKD","TOT","IDX2015","A","1977",49.264423,
"FRA","GDPHRWKD","TOT","IDX2015","A","1978",51.79632,
"FRA","GDPHRWKD","TOT","IDX2015","A","1979",53.378026,
"FRA","GDPHRWKD","TOT","IDX2015","A","1980",54.2552,
"FRA","GDPHRWKD","TOT","IDX2015","A","1981",55.522586,
"FRA","GDPHRWKD","TOT","IDX2015","A","1982",59.123398,
"FRA","GDPHRWKD","TOT","IDX2015","A","1983",60.561641,
"FRA","GDPHRWKD","TOT","IDX2015","A","1984",62.038122,
"FRA","GDPHRWKD","TOT","IDX2015","A","1985",64.531501,
"FRA","GDPHRWKD","TOT","IDX2015","A","1986",65.956339,
"FRA","GDPHRWKD","TOT","IDX2015","A","1987",66.606748,
"FRA","GDPHRWKD","TOT","IDX2015","A","1988",68.757769,
"FRA","GDPHRWKD","TOT","IDX2015","A","1989",71.208466,
"FRA","GDPHRWKD","TOT","IDX2015","A","1990",72.916395,
"FRA","GDPHRWKD","TOT","IDX2015","A","1991",73.830001,
"FRA","GDPHRWKD","TOT","IDX2015","A","1992",75.607026,
"FRA","GDPHRWKD","TOT","IDX2015","A","1993",76.3106,
"FRA","GDPHRWKD","TOT","IDX2015","A","1994",77.885194,
"FRA","GDPHRWKD","TOT","IDX2015","A","1995",79.8219,
"FRA","GDPHRWKD","TOT","IDX2015","A","1996",80.691661,
"FRA","GDPHRWKD","TOT","IDX2015","A","1997",82.026815,
"FRA","GDPHRWKD","TOT","IDX2015","A","1998",84.055794,
"FRA","GDPHRWKD","TOT","IDX2015","A","1999",85.267075,
"FRA","GDPHRWKD","TOT","IDX2015","A","2000",87.525502,
"FRA","GDPHRWKD","TOT","IDX2015","A","2001",89.163111,
"FRA","GDPHRWKD","TOT","IDX2015","A","2002",91.766179,
"FRA","GDPHRWKD","TOT","IDX2015","A","2003",92.289942,
"FRA","GDPHRWKD","TOT","IDX2015","A","2004",93.309866,
"FRA","GDPHRWKD","TOT","IDX2015","A","2005",94.138072,
"FRA","GDPHRWKD","TOT","IDX2015","A","2006",96.481781,
"FRA","GDPHRWKD","TOT","IDX2015","A","2007",96.0296,
"FRA","GDPHRWKD","TOT","IDX2015","A","2008",95.416924,
"FRA","GDPHRWKD","TOT","IDX2015","A","2009",94.440997,
"FRA","GDPHRWKD","TOT","IDX2015","A","2010",95.663522,
"FRA","GDPHRWKD","TOT","IDX2015","A","2011",96.621402,
"FRA","GDPHRWKD","TOT","IDX2015","A","2012",96.937089,
"FRA","GDPHRWKD","TOT","IDX2015","A","2013",98.249867,
"FRA","GDPHRWKD","TOT","IDX2015","A","2014",99.195227,
"FRA","GDPHRWKD","TOT","IDX2015","A","2015",100,
"FRA","GDPHRWKD","TOT","IDX2015","A","2016",100.279427,
"FRA","GDPHRWKD","TOT","IDX2015","A","2017",102.395091,
"FRA","GDPHRWKD","TOT","IDX2015","A","2018",102.814627,
"FRA","GDPHRWKD","TOT","IDX2015","A","2019",103.215736,
"FRA","GDPHRWKD","TOT","IDX2015","A","2020",103.736551,
"FRA","GDPHRWKD","TOT","IDX2015","A","2021",102.187438,
"FRA","GDPHRWKD","TOT","IDX2015","A","2022",100.504214,
"DEU","GDPHRWKD","TOT","IDX2015","A","1970",38.829822,
"DEU","GDPHRWKD","TOT","IDX2015","A","1971",40.524461,
"DEU","GDPHRWKD","TOT","IDX2015","A","1972",42.543817,
"DEU","GDPHRWKD","TOT","IDX2015","A","1973",44.713971,
"DEU","GDPHRWKD","TOT","IDX2015","A","1974",46.519149,
"DEU","GDPHRWKD","TOT","IDX2015","A","1975",48.269427,
"DEU","GDPHRWKD","TOT","IDX2015","A","1976",50.519884,
"DEU","GDPHRWKD","TOT","IDX2015","A","1977",52.600347,
"DEU","GDPHRWKD","TOT","IDX2015","A","1978",54.224191,
"DEU","GDPHRWKD","TOT","IDX2015","A","1979",55.776802,
"DEU","GDPHRWKD","TOT","IDX2015","A","1980",56.24638,
"DEU","GDPHRWKD","TOT","IDX2015","A","1981",57.18147,
"DEU","GDPHRWKD","TOT","IDX2015","A","1982",57.773097,
"DEU","GDPHRWKD","TOT","IDX2015","A","1983",59.668651,
"DEU","GDPHRWKD","TOT","IDX2015","A","1984",61.244613,
"DEU","GDPHRWKD","TOT","IDX2015","A","1985",62.65778,
"DEU","GDPHRWKD","TOT","IDX2015","A","1986",63.60719,
"DEU","GDPHRWKD","TOT","IDX2015","A","1987",64.477291,
"DEU","GDPHRWKD","TOT","IDX2015","A","1988",66.140509,
"DEU","GDPHRWKD","TOT","IDX2015","A","1989",68.442245,
"DEU","GDPHRWKD","TOT","IDX2015","A","1990",70.860694,
"DEU","GDPHRWKD","TOT","IDX2015","A","1991",73.324316,
"DEU","GDPHRWKD","TOT","IDX2015","A","1992",75.196027,
"DEU","GDPHRWKD","TOT","IDX2015","A","1993",76.660097,
"DEU","GDPHRWKD","TOT","IDX2015","A","1994",78.64403,
"DEU","GDPHRWKD","TOT","IDX2015","A","1995",79.828601,
"DEU","GDPHRWKD","TOT","IDX2015","A","1996",81.172291,
"DEU","GDPHRWKD","TOT","IDX2015","A","1997",83.161713,
"DEU","GDPHRWKD","TOT","IDX2015","A","1998",84.008588,
"DEU","GDPHRWKD","TOT","IDX2015","A","1999",84.962423,
"DEU","GDPHRWKD","TOT","IDX2015","A","2000",87.068634,
"DEU","GDPHRWKD","TOT","IDX2015","A","2001",89.255258,
"DEU","GDPHRWKD","TOT","IDX2015","A","2002",90.082726,
"DEU","GDPHRWKD","TOT","IDX2015","A","2003",90.775624,
"DEU","GDPHRWKD","TOT","IDX2015","A","2004",91.602335,
"DEU","GDPHRWKD","TOT","IDX2015","A","2005",93.047959,
"DEU","GDPHRWKD","TOT","IDX2015","A","2006",94.536022,
"DEU","GDPHRWKD","TOT","IDX2015","A","2007",95.652946,
"DEU","GDPHRWKD","TOT","IDX2015","A","2008",95.677826,
"DEU","GDPHRWKD","TOT","IDX2015","A","2009",92.797837,
"DEU","GDPHRWKD","TOT","IDX2015","A","2010",94.936987,
"DEU","GDPHRWKD","TOT","IDX2015","A","2011",97.40629,
"DEU","GDPHRWKD","TOT","IDX2015","A","2012",98.007256,
"DEU","GDPHRWKD","TOT","IDX2015","A","2013",98.472527,
"DEU","GDPHRWKD","TOT","IDX2015","A","2014",99.49312,
"DEU","GDPHRWKD","TOT","IDX2015","A","2015",100,
"DEU","GDPHRWKD","TOT","IDX2015","A","2016",101.355337,
"DEU","GDPHRWKD","TOT","IDX2015","A","2017",103.162111,
"DEU","GDPHRWKD","TOT","IDX2015","A","2018",103.375684,
"DEU","GDPHRWKD","TOT","IDX2015","A","2019",104.162791,
"DEU","GDPHRWKD","TOT","IDX2015","A","2020",105.18509,
"DEU","GDPHRWKD","TOT","IDX2015","A","2021",106.100411,
"DEU","GDPHRWKD","TOT","IDX2015","A","2022",106.61387,
"GRC","GDPHRWKD","TOT","IDX2015","A","1983",77.341756,
"GRC","GDPHRWKD","TOT","IDX2015","A","1984",81.811382,
"GRC","GDPHRWKD","TOT","IDX2015","A","1985",81.114576,
"GRC","GDPHRWKD","TOT","IDX2015","A","1986",81.716107,
"GRC","GDPHRWKD","TOT","IDX2015","A","1987",81.601646,
"GRC","GDPHRWKD","TOT","IDX2015","A","1988",84.191202,
"GRC","GDPHRWKD","TOT","IDX2015","A","1989",85.292143,
"GRC","GDPHRWKD","TOT","IDX2015","A","1990",85.118162,
"GRC","GDPHRWKD","TOT","IDX2015","A","1991",88.019613,
"GRC","GDPHRWKD","TOT","IDX2015","A","1992",86.235738,
"GRC","GDPHRWKD","TOT","IDX2015","A","1993",83.340859,
"GRC","GDPHRWKD","TOT","IDX2015","A","1994",84.819063,
"GRC","GDPHRWKD","TOT","IDX2015","A","1995",86.571525,
"GRC","GDPHRWKD","TOT","IDX2015","A","1996",89.615005,
"GRC","GDPHRWKD","TOT","IDX2015","A","1997",94.067838,
"GRC","GDPHRWKD","TOT","IDX2015","A","1998",93.596924,
"GRC","GDPHRWKD","TOT","IDX2015","A","1999",96.605035,
"GRC","GDPHRWKD","TOT","IDX2015","A","2000",99.931244,
"GRC","GDPHRWKD","TOT","IDX2015","A","2001",104.006363,
"GRC","GDPHRWKD","TOT","IDX2015","A","2002",105.903786,
"GRC","GDPHRWKD","TOT","IDX2015","A","2003",110.602216,
"GRC","GDPHRWKD","TOT","IDX2015","A","2004",113.95015,
"GRC","GDPHRWKD","TOT","IDX2015","A","2005",110.72315,
"GRC","GDPHRWKD","TOT","IDX2015","A","2006",115.482578,
"GRC","GDPHRWKD","TOT","IDX2015","A","2007",118.477915,
"GRC","GDPHRWKD","TOT","IDX2015","A","2008",116.852308,
"GRC","GDPHRWKD","TOT","IDX2015","A","2009",113.813902,
"GRC","GDPHRWKD","TOT","IDX2015","A","2010",112.768278,
"GRC","GDPHRWKD","TOT","IDX2015","A","2011",104.811438,
"GRC","GDPHRWKD","TOT","IDX2015","A","2012",99.396383,
"GRC","GDPHRWKD","TOT","IDX2015","A","2013",97.136754,
"GRC","GDPHRWKD","TOT","IDX2015","A","2014",96.530055,
"GRC","GDPHRWKD","TOT","IDX2015","A","2015",100,
"GRC","GDPHRWKD","TOT","IDX2015","A","2016",95.857787,
"GRC","GDPHRWKD","TOT","IDX2015","A","2017",97.192622,
"GRC","GDPHRWKD","TOT","IDX2015","A","2018",93.804184,
"GRC","GDPHRWKD","TOT","IDX2015","A","2019",95.649091,
"GRC","GDPHRWKD","TOT","IDX2015","A","2020",98.130978,
"GRC","GDPHRWKD","TOT","IDX2015","A","2021",96.762405,
"GRC","GDPHRWKD","TOT","IDX2015","A","2022",97.056642,
"HUN","GDPHRWKD","TOT","IDX2015","A","1991",47.683822,
"HUN","GDPHRWKD","TOT","IDX2015","A","1992",51.61126,
"HUN","GDPHRWKD","TOT","IDX2015","A","1993",54.746741,
"HUN","GDPHRWKD","TOT","IDX2015","A","1994",53.732456,
"HUN","GDPHRWKD","TOT","IDX2015","A","1995",62.092197,"B"
"HUN","GDPHRWKD","TOT","IDX2015","A","1996",62.32868,
"HUN","GDPHRWKD","TOT","IDX2015","A","1997",63.371679,
"HUN","GDPHRWKD","TOT","IDX2015","A","1998",65.56304,
"HUN","GDPHRWKD","TOT","IDX2015","A","1999",66.016295,
"HUN","GDPHRWKD","TOT","IDX2015","A","2000",69.258313,
"HUN","GDPHRWKD","TOT","IDX2015","A","2001",73.252217,
"HUN","GDPHRWKD","TOT","IDX2015","A","2002",77.419456,
"HUN","GDPHRWKD","TOT","IDX2015","A","2003",80.214211,
"HUN","GDPHRWKD","TOT","IDX2015","A","2004",85.031241,
"HUN","GDPHRWKD","TOT","IDX2015","A","2005",90.523321,
"HUN","GDPHRWKD","TOT","IDX2015","A","2006",94.371709,
"HUN","GDPHRWKD","TOT","IDX2015","A","2007",96.715796,
"HUN","GDPHRWKD","TOT","IDX2015","A","2008",99.270977,
"HUN","GDPHRWKD","TOT","IDX2015","A","2009",96.284461,
"HUN","GDPHRWKD","TOT","IDX2015","A","2010",97.518148,"B"
"HUN","GDPHRWKD","TOT","IDX2015","A","2011",100.095506,
"HUN","GDPHRWKD","TOT","IDX2015","A","2012",98.813682,
"HUN","GDPHRWKD","TOT","IDX2015","A","2013",99.585045,
"HUN","GDPHRWKD","TOT","IDX2015","A","2014",98.424617,
"HUN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"HUN","GDPHRWKD","TOT","IDX2015","A","2016",97.739834,
"HUN","GDPHRWKD","TOT","IDX2015","A","2017",100.725809,
"HUN","GDPHRWKD","TOT","IDX2015","A","2018",104.807861,
"HUN","GDPHRWKD","TOT","IDX2015","A","2019",109.181988,
"HUN","GDPHRWKD","TOT","IDX2015","A","2020",109.540952,
"HUN","GDPHRWKD","TOT","IDX2015","A","2021",113.988557,
"HUN","GDPHRWKD","TOT","IDX2015","A","2022",116.366161,
"ISL","GDPHRWKD","TOT","IDX2015","A","1970",32.99534,
"ISL","GDPHRWKD","TOT","IDX2015","A","1971",36.321216,
"ISL","GDPHRWKD","TOT","IDX2015","A","1972",38.127235,
"ISL","GDPHRWKD","TOT","IDX2015","A","1973",40.007457,
"ISL","GDPHRWKD","TOT","IDX2015","A","1974",41.462476,
"ISL","GDPHRWKD","TOT","IDX2015","A","1975",41.520297,
"ISL","GDPHRWKD","TOT","IDX2015","A","1976",43.225305,
"ISL","GDPHRWKD","TOT","IDX2015","A","1977",47.982877,
"ISL","GDPHRWKD","TOT","IDX2015","A","1978",50.469113,
"ISL","GDPHRWKD","TOT","IDX2015","A","1979",52.961047,
"ISL","GDPHRWKD","TOT","IDX2015","A","1980",54.632869,
"ISL","GDPHRWKD","TOT","IDX2015","A","1981",54.34253,
"ISL","GDPHRWKD","TOT","IDX2015","A","1982",54.048495,
"ISL","GDPHRWKD","TOT","IDX2015","A","1983",52.40475,
"ISL","GDPHRWKD","TOT","IDX2015","A","1984",53.882863,
"ISL","GDPHRWKD","TOT","IDX2015","A","1985",53.731961,
"ISL","GDPHRWKD","TOT","IDX2015","A","1986",55.600446,
"ISL","GDPHRWKD","TOT","IDX2015","A","1987",57.104697,
"ISL","GDPHRWKD","TOT","IDX2015","A","1988",58.533358,
"ISL","GDPHRWKD","TOT","IDX2015","A","1989",59.70974,
"ISL","GDPHRWKD","TOT","IDX2015","A","1990",61.342305,
"ISL","GDPHRWKD","TOT","IDX2015","A","1991",61.110491,
"ISL","GDPHRWKD","TOT","IDX2015","A","1992",58.572429,
"ISL","GDPHRWKD","TOT","IDX2015","A","1993",59.305091,
"ISL","GDPHRWKD","TOT","IDX2015","A","1994",61.220542,
"ISL","GDPHRWKD","TOT","IDX2015","A","1995",60.532999,
"ISL","GDPHRWKD","TOT","IDX2015","A","1996",62.486459,
"ISL","GDPHRWKD","TOT","IDX2015","A","1997",65.379376,
"ISL","GDPHRWKD","TOT","IDX2015","A","1998",68.98082,
"ISL","GDPHRWKD","TOT","IDX2015","A","1999",69.973351,
"ISL","GDPHRWKD","TOT","IDX2015","A","2000",71.996279,
"ISL","GDPHRWKD","TOT","IDX2015","A","2001",74.704431,
"ISL","GDPHRWKD","TOT","IDX2015","A","2002",76.135828,
"ISL","GDPHRWKD","TOT","IDX2015","A","2003",78.66312,
"ISL","GDPHRWKD","TOT","IDX2015","A","2004",84.015009,
"ISL","GDPHRWKD","TOT","IDX2015","A","2005",86.508456,
"ISL","GDPHRWKD","TOT","IDX2015","A","2006",88.730449,
"ISL","GDPHRWKD","TOT","IDX2015","A","2007",94.059521,
"ISL","GDPHRWKD","TOT","IDX2015","A","2008",91.303145,
"ISL","GDPHRWKD","TOT","IDX2015","A","2009",97.143961,
"ISL","GDPHRWKD","TOT","IDX2015","A","2010",96.145908,
"ISL","GDPHRWKD","TOT","IDX2015","A","2011",96.228729,
"ISL","GDPHRWKD","TOT","IDX2015","A","2012",96.367313,
"ISL","GDPHRWKD","TOT","IDX2015","A","2013",98.391482,
"ISL","GDPHRWKD","TOT","IDX2015","A","2014",98.347418,
"ISL","GDPHRWKD","TOT","IDX2015","A","2015",100,
"ISL","GDPHRWKD","TOT","IDX2015","A","2016",101.109382,
"ISL","GDPHRWKD","TOT","IDX2015","A","2017",101.932426,
"ISL","GDPHRWKD","TOT","IDX2015","A","2018",104.539241,
"ISL","GDPHRWKD","TOT","IDX2015","A","2019",107.705241,
"ISL","GDPHRWKD","TOT","IDX2015","A","2020",107.338925,
"ISL","GDPHRWKD","TOT","IDX2015","A","2021",109.648618,
"ISL","GDPHRWKD","TOT","IDX2015","A","2022",109.166955,
"IRL","GDPHRWKD","TOT","IDX2015","A","1970",16.706345,
"IRL","GDPHRWKD","TOT","IDX2015","A","1971",17.215091,
"IRL","GDPHRWKD","TOT","IDX2015","A","1972",18.723394,
"IRL","GDPHRWKD","TOT","IDX2015","A","1973",19.438042,
"IRL","GDPHRWKD","TOT","IDX2015","A","1974",20.30851,
"IRL","GDPHRWKD","TOT","IDX2015","A","1975",21.721243,
"IRL","GDPHRWKD","TOT","IDX2015","A","1976",22.277618,
"IRL","GDPHRWKD","TOT","IDX2015","A","1977",23.678241,
"IRL","GDPHRWKD","TOT","IDX2015","A","1978",25.326575,
"IRL","GDPHRWKD","TOT","IDX2015","A","1979",25.085713,
"IRL","GDPHRWKD","TOT","IDX2015","A","1980",26.580102,
"IRL","GDPHRWKD","TOT","IDX2015","A","1981",27.958551,
"IRL","GDPHRWKD","TOT","IDX2015","A","1982",28.812507,
"IRL","GDPHRWKD","TOT","IDX2015","A","1983",29.139932,
"IRL","GDPHRWKD","TOT","IDX2015","A","1984",31.249848,
"IRL","GDPHRWKD","TOT","IDX2015","A","1985",32.245213,
"IRL","GDPHRWKD","TOT","IDX2015","A","1986",31.772597,
"IRL","GDPHRWKD","TOT","IDX2015","A","1987",33.385861,
"IRL","GDPHRWKD","TOT","IDX2015","A","1988",34.974083,
"IRL","GDPHRWKD","TOT","IDX2015","A","1989",36.921008,
"IRL","GDPHRWKD","TOT","IDX2015","A","1990",38.580829,
"IRL","GDPHRWKD","TOT","IDX2015","A","1991",40.130842,
"IRL","GDPHRWKD","TOT","IDX2015","A","1992",42.142244,
"IRL","GDPHRWKD","TOT","IDX2015","A","1993",43.206669,
"IRL","GDPHRWKD","TOT","IDX2015","A","1994",44.25439,
"IRL","GDPHRWKD","TOT","IDX2015","A","1995",46.435601,
"IRL","GDPHRWKD","TOT","IDX2015","A","1996",48.294818,
"IRL","GDPHRWKD","TOT","IDX2015","A","1997",51.585493,
"IRL","GDPHRWKD","TOT","IDX2015","A","1998",51.410002,
"IRL","GDPHRWKD","TOT","IDX2015","A","1999",54.010852,
"IRL","GDPHRWKD","TOT","IDX2015","A","2000",56.995777,
"IRL","GDPHRWKD","TOT","IDX2015","A","2001",59.089038,
"IRL","GDPHRWKD","TOT","IDX2015","A","2002",62.160523,
"IRL","GDPHRWKD","TOT","IDX2015","A","2003",63.896069,
"IRL","GDPHRWKD","TOT","IDX2015","A","2004",66.659518,
"IRL","GDPHRWKD","TOT","IDX2015","A","2005",67.323564,
"IRL","GDPHRWKD","TOT","IDX2015","A","2006",68.462916,
"IRL","GDPHRWKD","TOT","IDX2015","A","2007",70.240081,
"IRL","GDPHRWKD","TOT","IDX2015","A","2008",69.128598,
"IRL","GDPHRWKD","TOT","IDX2015","A","2009",73.718687,
"IRL","GDPHRWKD","TOT","IDX2015","A","2010",78.262724,"B"
"IRL","GDPHRWKD","TOT","IDX2015","A","2011",80.345939,
"IRL","GDPHRWKD","TOT","IDX2015","A","2012",80.94175,
"IRL","GDPHRWKD","TOT","IDX2015","A","2013",78.825262,
"IRL","GDPHRWKD","TOT","IDX2015","A","2014",82.892219,
"IRL","GDPHRWKD","TOT","IDX2015","A","2015",100,
"IRL","GDPHRWKD","TOT","IDX2015","A","2016",97.044468,
"IRL","GDPHRWKD","TOT","IDX2015","A","2017",101.534308,
"IRL","GDPHRWKD","TOT","IDX2015","A","2018",106.280781,
"IRL","GDPHRWKD","TOT","IDX2015","A","2019",108.822025,
"IRL","GDPHRWKD","TOT","IDX2015","A","2020",127.911646,
"IRL","GDPHRWKD","TOT","IDX2015","A","2021",136.347621,
"IRL","GDPHRWKD","TOT","IDX2015","A","2022",140.599049,
"ITA","GDPHRWKD","TOT","IDX2015","A","1970",47.54863,
"ITA","GDPHRWKD","TOT","IDX2015","A","1971",49.674269,
"ITA","GDPHRWKD","TOT","IDX2015","A","1972",52.135119,
"ITA","GDPHRWKD","TOT","IDX2015","A","1973",55.527978,
"ITA","GDPHRWKD","TOT","IDX2015","A","1974",58.602639,
"ITA","GDPHRWKD","TOT","IDX2015","A","1975",57.800083,
"ITA","GDPHRWKD","TOT","IDX2015","A","1976",61.365685,
"ITA","GDPHRWKD","TOT","IDX2015","A","1977",63.912401,
"ITA","GDPHRWKD","TOT","IDX2015","A","1978",66.119869,
"ITA","GDPHRWKD","TOT","IDX2015","A","1979",69.533694,
"ITA","GDPHRWKD","TOT","IDX2015","A","1980",70.854162,
"ITA","GDPHRWKD","TOT","IDX2015","A","1981",71.269172,
"ITA","GDPHRWKD","TOT","IDX2015","A","1982",70.983066,
"ITA","GDPHRWKD","TOT","IDX2015","A","1983",71.609984,
"ITA","GDPHRWKD","TOT","IDX2015","A","1984",74.335548,
"ITA","GDPHRWKD","TOT","IDX2015","A","1985",75.841455,
"ITA","GDPHRWKD","TOT","IDX2015","A","1986",77.127467,
"ITA","GDPHRWKD","TOT","IDX2015","A","1987",78.603139,
"ITA","GDPHRWKD","TOT","IDX2015","A","1988",80.873332,
"ITA","GDPHRWKD","TOT","IDX2015","A","1989",83.749497,
"ITA","GDPHRWKD","TOT","IDX2015","A","1990",84.556158,
"ITA","GDPHRWKD","TOT","IDX2015","A","1991",84.595277,
"ITA","GDPHRWKD","TOT","IDX2015","A","1992",85.779154,
"ITA","GDPHRWKD","TOT","IDX2015","A","1993",87.401638,
"ITA","GDPHRWKD","TOT","IDX2015","A","1994",91.072919,
"ITA","GDPHRWKD","TOT","IDX2015","A","1995",93.772882,
"ITA","GDPHRWKD","TOT","IDX2015","A","1996",93.880025,
"ITA","GDPHRWKD","TOT","IDX2015","A","1997",95.612618,
"ITA","GDPHRWKD","TOT","IDX2015","A","1998",95.678224,
"ITA","GDPHRWKD","TOT","IDX2015","A","1999",96.351086,
"ITA","GDPHRWKD","TOT","IDX2015","A","2000",99.118059,
"ITA","GDPHRWKD","TOT","IDX2015","A","2001",99.78275,
"ITA","GDPHRWKD","TOT","IDX2015","A","2002",99.00028,
